,20,40,50,60,70,80,90,100
10.000, 0.00000000000000E+0000, 1.97499347607604E+0002, 1.73923955514843E+0001, 4.51225023721000E-0001, 1.07760326457931E+0003, 8.63360596910358E+0002, 8.64257313301516E+0002, 0.00000000000000E+0000
10.777, 0.00000000000000E+0000, 1.62365055096256E+0002, 1.76841251000693E+0001, 9.87703180164336E-0001, 1.07464385424671E+0003, 8.48561511296897E+0002, 8.51347199526733E+0002, 0.00000000000000E+0000
11.554, 0.00000000000000E+0000, 1.48207768180885E+0002, 2.42267300044083E+0001, 2.38216950329634E+0000, 1.10694305385675E+0003, 8.75386067695812E+0002, 9.06816432156425E+0002, 0.00000000000000E+0000
12.331, 0.00000000000000E+0000, 1.39451388345577E+0002, 2.29306727258490E+0001, 2.72896242570300E+0000, 1.09665165754330E+0003, 8.74484502754610E+0002, 8.95623969496434E+0002, 0.00000000000000E+0000
13.108, 0.00000000000000E+0000, 1.25613303333346E+0002, 2.08577522196583E+0001, 1.55076985604633E+0000, 1.13249583103883E+0003, 9.06525723226732E+0002, 8.81047368406675E+0002, 0.00000000000000E+0000
13.885, 0.00000000000000E+0000, 1.17624360315283E+0002, 1.76086918686163E+0001, 9.23585015496333E-0001, 1.15435346373886E+0003, 9.28911058712709E+0002, 9.16600760596876E+0002, 0.00000000000000E+0000
14.662, 0.00000000000000E+0000, 1.14940047248037E+0002, 1.37376220307163E+0001, 2.20620962466900E+0000, 1.10232268148621E+0003, 9.04980299786797E+0002, 9.16637653155015E+0002, 0.00000000000000E+0000
15.439, 0.00000000000000E+0000, 1.22318861586986E+0002, 1.76055874863223E+0001, 4.37011649396033E+0000, 1.11856414233120E+0003, 9.21082101475552E+0002, 9.32195068925133E+0002, 0.00000000000000E+0000
16.216, 0.00000000000000E+0000, 1.04135160955579E+0002, 2.94137817936163E+0001, 2.84922347960833E+0000, 1.14680384966882E+0003, 9.26974860951412E+0002, 9.34248203851097E+0002, 0.00000000000000E+0000
16.993, 0.00000000000000E+0000, 9.35215412582523E+0001, 3.01377546224410E+0001, 2.26939413263433E+0000, 1.17376445397130E+0003, 9.28283185604275E+0002, 9.15705096068358E+0002, 0.00000000000000E+0000
17.770, 0.00000000000000E+0000, 8.88274486419040E+0001, 2.70989305121230E+0001, 2.00993332705833E+0000, 1.15831768221805E+0003, 9.05054334247777E+0002, 8.62366671809334E+0002, 0.00000000000000E+0000
18.547, 0.00000000000000E+0000, 8.31591368167323E+0001, 2.80202397863590E+0001, 1.39000006632700E+0000, 1.15050905812009E+0003, 8.91849362046565E+0002, 8.56588479097936E+0002, 0.00000000000000E+0000
19.324, 0.00000000000000E+0000, 7.40675320362763E+0001, 2.20106024520143E+0001, 2.25800265996934E+0000, 1.15311980224584E+0003, 9.02331304819310E+0002, 9.04065948385727E+0002, 0.00000000000000E+0000
20.101, 0.00000000000000E+0000, 6.30662217766223E+0001, 2.06715392629810E+0001, 9.16273445544333E-0001, 1.13181012556535E+0003, 8.92493180167305E+0002, 8.94590780032425E+0002, 0.00000000000000E+0000
20.878, 0.00000000000000E+0000, 6.61479024713890E+0001, 2.22640864168630E+0001, 2.63582908094334E-0001, 1.13674600848797E+0003, 9.11994006575520E+0002, 8.70252409415197E+0002, 0.00000000000000E+0000
21.655, 0.00000000000000E+0000, 8.45974965810323E+0001, 1.95461405844523E+0001, 3.33221648617034E+0000, 1.09727310026732E+0003, 9.16709516449807E+0002, 8.39168134597370E+0002, 0.00000000000000E+0000
